codigoVaga,tipoVaga,nomeEmpresa,areaAtuacao,areaProfissional,salario,bolsaAuxilio,quantidadeBeneficios,tipoAuxilioBolsa,tipoValorBolsa,tipoSalarioValor,tipoSalario,bolsaAuxilioDe,bolsaAuxilioAte,salarioDe,salarioAte,beneficios,descricao,local,tipoHorario,horarioEntrada,horarioSaida,atividades,requisitos,nivelEscolar,logo,UF_Coleta,Municipio_Coleta,Codigo_IBGE_Coleta
5828407,ESTAGIO,AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO BRANCO - CENTRO,,Informática,,1125.69,1,Mensal,FIXO,,,,,,,[],Seguridade social obrigatória,"{'tipoLogradouro': None, 'endereco': None, 'numero': None, 'bairro': 'Centro', 'complemento': None, 'cep': None, 'cidade': 'Rio Branco', 'uf': 'AC'}",A_COMBINAR,07:00:00,13:00:00,"['Auxiliar em consultas básicas em banco de dados (SQL)', 'Elaborar manuais, relatórios, atas e outros documentos']","{'semestreInicio': 2, 'semestreFinal': 3, 'escolas': None}",SU,https://kairosdoc.s3.us-east-1.amazonaws.com/uploads/documentos/13479102/INSS.png,AC,Rio Branco,1200401
